,Team,Games,Home Games,Away Games,Goals Per Game,Goals Against Per Game,Goal Difference Per Game,Expected Goals Per Game,Expected Goals Against Per Game,Expected Goal Difference Per Game,Non-Scoring Expected Goals Per Game,Non-Scoring Expected Goals Against Per Game,Non-Scoring Expected Goal Difference Per Game,Adjusted Goals Per Game,Adjusted Goals Against Per Game,Adjusted Goal Difference Per Game,Home Goals Per Game,Home Goals Against Per Game,Home Goal Difference Per Game,Home Expected Goals Per Game,Home Expected Goals Against Per Game,Home Expected Goal Difference Per Game,Home Non-Scoring Expected Goals Per Game,Home Non-Scoring Expected Goals Against Per Game,Home Non-Scoring Expected Goal Difference Per Game,Home Adjusted Goals Per Game,Home Adjusted Goals Against Per Game,Home Adjusted Goal Difference Per Game,Away Goals Per Game,Away Goals Against Per Game,Away Goal Difference Per Game,Away Expected Goals Per Game,Away Expected Goals Against Per Game,Away Expected Goal Difference Per Game,Away Non-Scoring Expected Goals Per Game,Away Non-Scoring Expected Goals Against Per Game,Away Non-Scoring Expected Goal Difference Per Game,Away Adjusted Goals Per Game,Away Adjusted Goals Against Per Game,Away Adjusted Goal Difference Per Game,Season,League
15,Nice,38,19,19,1.6578947368421053,0.9473684210526315,0.7105263157894737,1.2578947368421052,1.3536842105263158,-0.09578947368421054,0.993157894736842,1.3273684210526315,-0.33421052631578957,1.678421052631579,0.9739473684210528,0.7044736842105264,2.0526315789473686,0.8421052631578947,1.2105263157894737,1.4452631578947368,1.1878947368421053,0.2573684210526314,1.0931578947368419,1.323157894736842,-0.23000000000000023,2.057894736842105,0.856842105263158,1.2010526315789474,1.263157894736842,1.0526315789473684,0.21052631578947367,1.0705263157894738,1.519473684210526,-0.4489473684210525,0.8931578947368418,1.3315789473684208,-0.4384210526315789,1.2989473684210529,1.0910526315789475,0.2078947368421054,2016-17,French Ligue 1
16,Paris Saint-Germain,38,19,19,2.1842105263157894,0.7105263157894737,1.4736842105263157,2.210526315789474,0.6726315789473685,1.5378947368421052,1.8697368421052631,0.6760526315789475,1.1936842105263157,2.1771052631578947,0.713421052631579,1.463684210526316,2.210526315789474,0.3684210526315789,1.8421052631578947,2.4494736842105262,0.5847368421052632,1.8647368421052632,2.1557894736842105,0.6142105263157894,1.541578947368421,2.1784210526315793,0.3868421052631579,1.7915789473684214,2.1578947368421053,1.0526315789473684,1.105263157894737,1.971578947368421,0.7605263157894736,1.2110526315789474,1.5836842105263156,0.7378947368421054,0.8457894736842102,2.1757894736842105,1.04,1.1357894736842102,2016-17,French Ligue 1
17,St Etienne,38,19,19,1.0789473684210527,1.105263157894737,-0.02631578947368421,1.1189473684210527,1.2913157894736844,-0.17236842105263178,1.2318421052631578,1.186578947368421,0.045263157894737095,1.083684210526316,1.064736842105263,0.018947368421052883,1.263157894736842,0.9473684210526315,0.3157894736842105,1.2536842105263157,1.1515789473684213,0.10210526315789462,1.476842105263158,1.0810526315789473,0.3957894736842107,1.2489473684210528,0.9552631578947368,0.29368421052631605,0.8947368421052632,1.263157894736842,-0.3684210526315789,0.9842105263157896,1.4310526315789478,-0.4468421052631582,0.9868421052631581,1.2921052631578946,-0.3052631578947365,0.9184210526315791,1.1742105263157894,-0.2557894736842103,2016-17,French Ligue 1
18,Stade Rennes,38,19,19,0.9473684210526315,1.105263157894737,-0.15789473684210525,1.0757894736842106,1.1239473684210528,-0.048157894736842156,0.9213157894736842,1.079736842105263,-0.15842105263157913,0.960526315789474,1.1173684210526318,-0.1568421052631578,1.368421052631579,0.7894736842105263,0.5789473684210527,1.2568421052631578,1.0526315789473686,0.20421052631578923,0.9778947368421052,1.1068421052631578,-0.12894736842105278,1.3684210526315794,0.8189473684210528,0.5494736842105268,0.5263157894736842,1.4210526315789473,-0.8947368421052632,0.8947368421052634,1.1952631578947368,-0.30052631578947353,0.8647368421052631,1.0526315789473686,-0.18789473684210548,0.5526315789473685,1.415789473684211,-0.8631578947368425,2016-17,French Ligue 1
19,Toulouse,38,19,19,0.9736842105263158,1.0789473684210527,-0.10526315789473684,1.0068421052631578,1.1157894736842107,-0.10894736842105283,1.103421052631579,1.0794736842105261,0.02394736842105301,0.9700000000000002,1.1218421052631582,-0.15184210526315792,1.4736842105263157,0.9473684210526315,0.5263157894736842,1.145263157894737,1.0736842105263158,0.07157894736842102,1.2205263157894737,0.9642105263157893,0.25631578947368444,1.4426315789473687,0.9947368421052633,0.44789473684210535,0.47368421052631576,1.2105263157894737,-0.7368421052631579,0.8684210526315788,1.1578947368421055,-0.2894736842105267,0.9863157894736845,1.1947368421052629,-0.20842105263157842,0.4973684210526316,1.2489473684210528,-0.7515789473684212,2016-17,French Ligue 1
20,AS Monaco,38,19,19,2.236842105263158,1.1842105263157894,1.0526315789473684,1.6457894736842107,1.2076315789473684,0.43815789473684236,1.200263157894737,1.085263157894737,0.11499999999999988,2.263421052631579,1.2023684210526315,1.0610526315789472,2.473684210526316,0.8947368421052632,1.5789473684210527,1.815263157894737,0.9526315789473685,0.8626315789473684,1.3,0.7952631578947369,0.504736842105263,2.4842105263157896,0.9394736842105263,1.5447368421052632,2.0,1.4736842105263157,0.5263157894736842,1.4763157894736845,1.4626315789473683,0.013684210526316246,1.1005263157894736,1.3752631578947367,-0.2747368421052633,2.0426315789473684,1.4652631578947368,0.5773684210526313,2017-18,French Ligue 1
21,Amiens,38,19,19,0.9736842105263158,1.105263157894737,-0.13157894736842105,0.8197368421052631,1.3939473684210526,-0.5742105263157894,0.8352631578947368,1.5402631578947366,-0.7049999999999997,0.9550000000000002,1.0894736842105264,-0.1344736842105263,1.368421052631579,1.0,0.3684210526315789,1.0610526315789475,1.2347368421052631,-0.17368421052631583,0.9310526315789475,1.3994736842105262,-0.4684210526315787,1.3131578947368423,1.0094736842105265,0.3036842105263158,0.5789473684210527,1.2105263157894737,-0.631578947368421,0.578421052631579,1.5531578947368418,-0.9747368421052629,0.7394736842105262,1.6810526315789471,-0.9415789473684208,0.5968421052631581,1.1694736842105264,-0.5726315789473684,2017-18,French Ligue 1
22,Angers,38,19,19,1.105263157894737,1.368421052631579,-0.2631578947368421,1.1960526315789475,1.1776315789473684,0.018421052631579022,1.0686842105263161,1.0760526315789474,-0.007368421052631235,1.097105263157895,1.412368421052632,-0.315263157894737,1.2105263157894737,1.4736842105263157,-0.2631578947368421,1.2973684210526315,1.1926315789473683,0.10473684210526327,1.168947368421053,0.9405263157894735,0.2284210526315793,1.1663157894736844,1.5284210526315793,-0.3621052631578949,1.0,1.263157894736842,-0.2631578947368421,1.0947368421052635,1.1626315789473687,-0.06789473684210522,0.9684210526315793,1.211578947368421,-0.2431578947368418,1.0278947368421054,1.2963157894736848,-0.2684210526315792,2017-18,French Ligue 1
23,Bordeaux,38,19,19,1.394736842105263,1.263157894736842,0.13157894736842105,1.2765789473684213,1.0992105263157894,0.17736842105263173,1.1526315789473685,1.0571052631578945,0.09552631578947385,1.391842105263158,1.2773684210526317,0.11447368421052607,1.4210526315789473,1.2105263157894737,0.21052631578947367,1.443684210526316,0.9126315789473685,0.5310526315789476,1.2400000000000002,0.9031578947368422,0.336842105263158,1.426842105263158,1.1784210526315793,0.2484210526315787,1.368421052631579,1.3157894736842106,0.05263157894736842,1.1094736842105264,1.2857894736842106,-0.1763157894736841,1.0652631578947367,1.2110526315789472,-0.14578947368421033,1.3568421052631578,1.3763157894736846,-0.019473684210526556,2017-18,French Ligue 1
24,Caen,38,19,19,0.7105263157894737,1.368421052631579,-0.6578947368421053,1.1231578947368421,1.2457894736842106,-0.12263157894736852,1.1171052631578948,1.1523684210526317,-0.035263157894737024,0.7126315789473685,1.3847368421052633,-0.6721052631578948,0.8947368421052632,1.0,-0.10526315789473684,1.269473684210526,1.1594736842105262,0.10999999999999999,1.2273684210526317,0.8936842105263159,0.3336842105263158,0.916842105263158,1.0236842105263158,-0.10684210526315777,0.5263157894736842,1.736842105263158,-1.2105263157894737,0.9768421052631581,1.3321052631578951,-0.355263157894737,1.0068421052631578,1.4110526315789478,-0.40421052631578985,0.508421052631579,1.7457894736842106,-1.2373684210526317,2017-18,French Ligue 1
25,Dijon FCO,38,19,19,1.4473684210526316,1.9210526315789473,-0.47368421052631576,1.043684210526316,1.6344736842105263,-0.5907894736842103,1.174736842105263,1.2492105263157895,-0.07447368421052618,1.4894736842105265,1.9115789473684215,-0.4221052631578947,1.8421052631578947,1.4736842105263157,0.3684210526315789,1.1505263157894738,1.3394736842105264,-0.18894736842105245,1.355263157894737,1.2315789473684209,0.12368421052631605,1.9068421052631581,1.4778947368421056,0.4289473684210526,1.0526315789473684,2.3684210526315788,-1.3157894736842106,0.9368421052631579,1.9294736842105262,-0.9926315789473682,0.9942105263157895,1.266842105263158,-0.2726315789473684,1.072105263157895,2.345263157894737,-1.273157894736842,2017-18,French Ligue 1
26,Guingamp,38,19,19,1.263157894736842,1.5526315789473684,-0.2894736842105263,1.1065789473684209,1.2805263157894735,-0.17394736842105263,1.0976315789473685,1.3244736842105262,-0.22684210526315782,1.2036842105263161,1.495263157894737,-0.291578947368421,1.5789473684210527,1.263157894736842,0.3157894736842105,1.4710526315789474,0.9478947368421051,0.5231578947368422,1.3057894736842104,1.2215789473684209,0.08421052631578956,1.4315789473684213,1.211578947368421,0.22000000000000017,0.9473684210526315,1.8421052631578947,-0.8947368421052632,0.7421052631578948,1.6131578947368421,-0.8710526315789474,0.8894736842105264,1.4273684210526316,-0.5378947368421052,0.9757894736842107,1.7789473684210528,-0.8031578947368422,2017-18,French Ligue 1
